,Invoice_#,Clerk,SKU,Name,Quantity,Net_Price,Total_Sale,COGS,Profit,Margin,Tender
112,90973B,23,SSP20976, INVERTED MARKING PAINT Y,1.0,13.99,13.99,6.77,7.22,51.6,"CHA-0782
"
113,90973B,23,SSP20969, INVERTED MARKING PAINT B,1.0,13.99,13.99,1.58,12.41,88.7,"CHA-0782
"
114,90973B,23,0510292,WHITE MARKING PAINT 426G,1.0,13.99,13.99,7.75,6.24,44.6,"CHA-0782
"
115,90998B,06,1726579,MD GROUT SPONGE SCRUB PA,1.0,6.291,6.29,3.1,3.19,50.7,Visa
116,91020A,66,9650599,"VULCAN 12"" WALL SCRAPER",2.0,8.99,17.98,8.46,9.52,52.9,Debit
117,91024B,06,HB461716, TRIM ROLLER 75MM X 5MM,6.0,2.19,13.14,6.0,7.14,54.3,"CHA-507
"
118,91024B,06,00025,"2"" ECONO PAINT BRUSH",5.0,2.99,14.95,7.0,7.95,53.2,"CHA-507
"
119,91028B,23,AG662605, DYNAMIC DUAL ANGLE SPONG,1.0,4.491,4.49,1.88,2.61,58.1,Visa
120,91077B,23,HB001757, DYNAMIC MINI ROLLER & TR,1.0,4.29,4.29,1.47,2.82,65.7,Visa
121,91236B,23,7400062,KRYLON FARM BLACK GLOSS,2.0,16.99,33.98,18.8,15.18,44.7,"CHA-0346
"
122,91251B,06,KILZ13, KILZ ORIGINAL PRIMER AER,1.0,9.99,9.99,6.12,3.87,38.7,Cash
123,91261B,23,EB200010, COVER STAIN SEALER SPRAY,1.0,14.99,14.99,9.23,5.76,38.4,"CHA-VAPRO
"
124,91284B,66,670004," 1 1/2"" ABS PIPE BY THE F",3.0,2.09,6.27,3.12,3.15,50.2,Visa
125,91353B,23,SSP20969, INVERTED MARKING PAINT B,1.0,13.99,13.99,1.58,12.41,88.7,"CHA-418
"
126,91369B,06,AG662603, DYNAMIC DUAL ANGLE SPONG,2.0,4.491,8.98,3.8,5.18,57.7,Cash
127,91373A,41,504780, DANISH OIL NATURAL 946ML,1.0,29.99,29.99,16.34,13.65,45.5,Mastercard
128,91373A,41,WARNING,READ LABEL:______,1.0,0.0,0.0,0.0,0.0, 0.0,Mastercard
129,91481B,23,8629, WOOSTER PELICAN LINER 3P,3.0,6.99,20.97,9.18,11.79,56.2,"CHA-0760
"
130,91629B,66,HB021744, REGULAR WIRE ROLLER CAGE,1.0,4.99,4.99,1.46,3.53,70.7,"CHA-SIRIUSF
"
131,91633B,41,00022,"3/4"" ECONO PAINT BRUSH",1.0,1.971,1.97,1.03,0.94,47.7,Debit
132,91634B,82,9129-15,"MARQUIS BRUSH 1-1/2""",1.0,6.99,6.99,3.54,3.45,49.4,"CHA-61
"
133,91708A,41,HB285005, HIGH DENSITY FOAM BRUSH,3.0,1.29,3.87,0.81,3.06,79.1,"CHA-658
"
134,91708A,41,WARNING,READ LABEL:______,1.0,0.0,0.0,0.0,0.0, 0.0,"CHA-658
"
135,91708A,41,C81904, AGED OAK GEL STAIN OLD M,1.0,54.99,54.99,34.14,20.85,37.9,"CHA-658
"
136,91708A,41,WARNING,READ LABEL:______,1.0,0.0,0.0,0.0,0.0, 0.0,"CHA-658
"
137,91711B,82,0581142,LEAK SEAL CLEAR 405G,1.0,21.99,21.99,13.45,8.54,38.8,"CHA-0782
"
138,91784B,82,80916,OM GEL STAIN FRUITWOOD 2,1.0,22.99,22.99,14.01,8.98,39.1,Debit
139,91784B,82,WARNING,READ LABEL:______,1.0,0.0,0.0,0.0,0.0, 0.0,Debit
140,91875B,66,504088, INT VARATHANE SATIN W/B,1.0,21.99,21.99,12.21,9.78,44.5,Visa
141,91875B,66,0563390,"BENNETT 4""PRO PAINT EDGE",1.0,5.99,5.99,2.69,3.3,55.1,Visa
142,92066B,23,KILZ13, KILZ ORIGINAL PRIMER AER,4.0,9.99,39.96,24.48,15.48,38.7,Visa
143,92112A,23,WARNING,READ LABEL:______,1.0,0.0,0.0,0.0,0.0, 0.0,Debit
144,92124B,23,00025,"2"" ECONO PAINT BRUSH",2.0,2.99,5.98,2.8,3.18,53.2,"CHA-138
"
145,92205B,23,Z6434,"4"" ECONO PAINT BRUSH",1.0,8.49,8.49,4.22,4.27,50.3,"CHA-YORKENT
"
146,92205B,23,00027,"3"" ECONO PAINT BRUSH",1.0,4.99,4.99,2.45,2.54,50.9,"CHA-YORKENT
"
147,92231A,23,KR235,WOOSTER 7MM MICRO SLEEVE,1.0,8.49,8.49,3.43,5.06,59.6,Visa
148,92231A,23,HB011742, 4 WIRE ROLLER CAGE SMALL,1.0,3.99,3.99,1.33,2.66,66.7,Visa
149,92231A,23,565437, T2010 TRAY LINER FOR T20,3.0,2.39,7.17,3.36,3.81,53.1,Visa
150,92395B,23,23020,"2"" TOOL BENCH PAINT BRUS",1.0,3.591,3.59,1.5,2.09,58.2,Cash
151,92482B,23,0504852,CLEAR LACQUER SATIN AERO,4.0,16.99,67.96,34.16,33.8,49.7,"CHA-475
"
152,92512B,66,AG662605, DYNAMIC DUAL ANGLE SPONG,1.0,4.99,4.99,1.88,3.11,62.3,Mastercard
153,92533B,06,1628866,QUICK COLOR BLACK FLAT A,6.0,9.99,59.94,36.54,23.4,39.0,"CHA-1243
"
154,92538B,23,10PKCWSHOE, 10 PACK SHOE COVERS,3.0,5.99,17.97,7.95,10.02,55.8,"CHA-530
"
155,92568B,23,8395246,5' X 8' COVERGRIP DROP C,1.0,32.99,32.99,13.18,19.81,60.0,"CHA-530
"
156,92574B,06,KILZ13, KILZ ORIGINAL PRIMER AER,1.0,9.99,9.99,6.12,3.87,38.7,Debit
157,92603B,06,HZ020450, ENVIRO TRAY LINER DYNAMI,5.0,3.39,16.95,6.35,10.6,62.5,"CHA-58
"
158,92603B,06,PE700154-1, PRIMER SEALER WHITE 3.73,1.0,24.99,24.99,15.06,9.93,39.7,"CHA-58
"
159,92607B,23,1630532,CLEAR LACQUER GLOSS SPRA,2.0,16.99,33.98,18.46,15.52,45.7,"CHA-181
"
160,92611B,23,00025,"2"" ECONO PAINT BRUSH",1.0,2.99,2.99,1.4,1.59,53.2,"CHA-61
"
161,92611B,23,0504060,INT VARATHANE GLOSS W/B,1.0,21.99,21.99,12.6,9.39,42.7,"CHA-61
"
162,92686B,23,23020,"2"" TOOL BENCH PAINT BRUS",1.0,3.99,3.99,1.5,2.49,62.4,"CHA-375
"
163,92686B,23,504068, INT VARATHANE S/G W/B 94,1.0,36.99,36.99,23.43,13.56,36.7,"CHA-375
"
164,92975A,06,WARNING,READ LABEL:______,1.0,0.0,0.0,0.0,0.0, 0.0,Debit
165,92975A,06,WARNING,READ LABEL:______,1.0,0.0,0.0,0.0,0.0, 0.0,Debit
166,93082B,06,K41502, COLORMAXX WHITE FLAT 340,1.0,16.99,16.99,8.82,8.17,48.1,Visa
167,93109B,06,6403X1G,ARBORCOAT SOLID 3X,1.0,77.59,77.59,33.0,44.59,57.5,Cash
168,93139B,23,HB285005, HIGH DENSITY FOAM BRUSH,1.0,1.29,1.29,0.27,1.02,79.1,Visa
